type	date	text	polarity	subjectivity	username	location	lat long formula	geo	follower count	retweets	favorites
Petsmart	Sun Apr 10 23:04:20 +0000 2016	RT @AnimalLeague: Ramsey is the @abc15 PetSmart Charities Pet Of The Week! Visit him at our #TourForLife2016 event @Halorsq! #adoptme httpsÉ??	0	0	misscasfan	Minnesota	"45.9896587, -94.6113287"	"45.9896587, -94.6113287"	5288	0	0
Dog Food	Sat Apr 16 00:25:44 +0000 2016	"RT @thereaIbanksy: For every retweet this gets, Pedigree will donate one bowl of dog food to dogs in need! ???? #tweetforbowls https://t.co/0pÉ??"	0	0	joemartinson41	"Minnesota, USA"	"45.9896587, -94.6113287"	"45.9896587, -94.6113287"	895	4	0
Dog Park	Sat Apr 16 21:31:21 +0000 2016	drove past a dog park and cried cuz my dog is 230 miles away ????	-0.25	0.25	hayleyaranda	"Minnesota, USA"	"45.9896587, -94.6113287"	"45.9896587, -94.6113287"	3241	1	0
Fromm	Sat Apr 09 21:16:10 +0000 2016	Great opportunity fromm #WeMN member Amy Jauman. #smallbiz  https://t.co/xUYe3UypAE	0.8	0.75	WeMNOrg	"Minnesota, USA"	"45.9896587, -94.6113287"	"45.9896587, -94.6113287"	227	0	1
Dog Food	Tue Apr 12 00:45:36 +0000 2016	"RT @AHMalcolm: For every retweet this gets, Pedigree will donate one bowl of dog food to dogs in need! ???? #tweetforbowls http://t.co/z4rmc2HÉ??"	0	0	Megan_bem	MN	"45.9896587, -94.6113287"	"45.9896587, -94.6113287"	227	0	1
Blue Buffalo	Tue Apr 12 12:18:08 +0000 2016	RT @soulbabynovel: Working as the Blue Buffalo at the New York Dog Training and Parade in Union Square.  #bluebuffalo #aspca #dogs https://É??	-0.037878788	0.262626263	g_kohls	"MN, USA"	"45.9896587, -94.6113287"	"45.9896587, -94.6113287"	472	0	1
Blue Buffalo	Tue Apr 12 12:18:08 +0000 2016	RT @soulbabynovel: Working as the Blue Buffalo at the New York Dog Training and Parade in Union Square.  #bluebuffalo #aspca #dogs https://É??	-0.037878788	0.262626263	g_kohls	"MN, USA"	"45.9896587, -94.6113287"	"45.9896587, -94.6113287"	597	0	1
At Petco	Sat Apr 09 00:23:03 +0000 2016	RT @TNProverbs1210: Why should come to adoption day @Petco?You might meet the love of your life. #underdog2wonderdog #undercat2wondercat htÉ??	0.5	0.6	JennyCB1016	"Bellevue, Tn"	"46.0539103, 11.1361614"	"46.0539103, 11.1361614"	730	281	0
Petsmart	Sun Apr 10 23:56:01 +0000 2016	RT @MelVerv: Hodge would like to know if he could be your forever friend. #adopt #petsmart #North Bay https://t.co/9324o70Tup	0	0	thepuckwhitney	"Powassan, Ontario"	"46.0808589, -79.3618326"	"46.0808589, -79.3618326"	30	0	0
Dog Treats	Fri Apr 15 22:03:23 +0000 2016	"GUMMY BITES Deceptively Misdescriptive of Dog Treats, Says TTAB (46 visits): 
       
 https://t.co/3aZd14cBuO"	0	0	hunkara	"Moncton, New Brunswick, Canada"	"46.097331, -64.7989694"	"46.097331, -64.7989694"	275	14	0
At Petsmart	Fri Apr 08 23:57:41 +0000 2016	RT @PetSmart: Nobody can pull off green quite like King Bentley the Bulldog. #SpringIntoPetSmart https://t.co/o2TQrw3YBt	-0.2	0.3	caaills	"Walford, Ontario"	"46.2052451, -82.2318009"	"46.2052451, -82.2318009"		102	
Petsmart	Fri Apr 08 23:57:41 +0000 2016	RT @PetSmart: Nobody can pull off green quite like King Bentley the Bulldog. #SpringIntoPetSmart https://t.co/o2TQrw3YBt	-0.2	0.3	caaills	"Walford, Ontario"	"46.2052451, -82.2318009"	"46.2052451, -82.2318009"		13	
Pet Food	Fri Apr 15 22:44:28 +0000 2016	Trying to think of somewhere good to team up with for a pet food bank. Having a space that could have the food to give out would be great.	0.75	0.675	time__bomb	"charlottetown, Canada"	"46.2333097, -63.1310276"	"46.2333097, -63.1310276"	257	0	0
Healthy Pet Food	Tue Apr 05 03:49:25 +0000 2016	"RT @janemarielynch: Yes, it's tasty AND it's good for you, Ben. https://t.co/I8a2ejJh8m Small business, good healthy pet food. https://t.coÉ??"	0.4125	0.525	C_Fries	"Marquette, MI"	"46.5434914, -87.3964329"	"46.5434914, -87.3964329"	63494	6	16
Healthy Pet Food	Tue Apr 05 03:49:25 +0000 2016	"RT @janemarielynch: Yes, it's tasty AND it's good for you, Ben. https://t.co/I8a2ejJh8m Small business, good healthy pet food. https://t.coÉ??"	0.4125	0.525	C_Fries	"Marquette, MI"	"46.5434914, -87.3964329"	"46.5434914, -87.3964329"	27	5504	0
Healthy Pet Food	Tue Apr 05 13:47:45 +0000 2016	"RT @janemarielynch: Ben's fav dry food! Small company. Simple, healthy pet food. Check it out. https://t.co/JcS63aRHAK https://t.co/GXh4zi2É??"	0.041666667	0.464285714	DrTimsPetFood	"Marquette, Michigan"	"46.5434914, -87.3964329"	"46.5434914, -87.3964329"	875	0	0
Healthy Pet Food	Sat Apr 09 18:02:19 +0000 2016	"RT @janemarielynch: Yes, it's tasty AND it's good for you, Ben. https://t.co/I8a2ejJh8m Small business, good healthy pet food. https://t.coÉ??"	0.4125	0.525	DrTimsPetFood	"Marquette, Michigan"	"46.5434914, -87.3964329"	"46.5434914, -87.3964329"	548	0	1
Healthy Pet Food	Tue Apr 05 13:47:45 +0000 2016	"RT @janemarielynch: Ben's fav dry food! Small company. Simple, healthy pet food. Check it out. https://t.co/JcS63aRHAK https://t.co/GXh4zi2É??"	0.041666667	0.464285714	DrTimsPetFood	"Marquette, Michigan"	"46.5434914, -87.3964329"	"46.5434914, -87.3964329"	732	0	0
Healthy Pet Food	Sat Apr 09 18:02:19 +0000 2016	"RT @janemarielynch: Yes, it's tasty AND it's good for you, Ben. https://t.co/I8a2ejJh8m Small business, good healthy pet food. https://t.coÉ??"	0.4125	0.525	DrTimsPetFood	"Marquette, Michigan"	"46.5434914, -87.3964329"	"46.5434914, -87.3964329"	411	17798	0
Healthy Pet Food	Tue Apr 05 13:47:45 +0000 2016	"RT @janemarielynch: Ben's fav dry food! Small company. Simple, healthy pet food. Check it out. https://t.co/JcS63aRHAK https://t.co/GXh4zi2É??"	0.041666667	0.464285714	DrTimsPetFood	"Marquette, Michigan"	"46.5434914, -87.3964329"	"46.5434914, -87.3964329"	287	0	1
Healthy Pet Food	Tue Apr 05 13:47:45 +0000 2016	"RT @janemarielynch: Ben's fav dry food! Small company. Simple, healthy pet food. Check it out. https://t.co/JcS63aRHAK https://t.co/GXh4zi2É??"	0.041666667	0.464285714	DrTimsPetFood	"Marquette, Michigan"	"46.5434914, -87.3964329"	"46.5434914, -87.3964329"	255	0	0
Healthy Pet Food	Sat Apr 09 18:02:19 +0000 2016	"RT @janemarielynch: Yes, it's tasty AND it's good for you, Ben. https://t.co/I8a2ejJh8m Small business, good healthy pet food. https://t.coÉ??"	0.4125	0.525	DrTimsPetFood	"Marquette, Michigan"	"46.5434914, -87.3964329"	"46.5434914, -87.3964329"	315	0	0
Healthy Pet Food	Tue Apr 05 13:47:45 +0000 2016	"RT @janemarielynch: Ben's fav dry food! Small company. Simple, healthy pet food. Check it out. https://t.co/JcS63aRHAK https://t.co/GXh4zi2É??"	0.041666667	0.464285714	DrTimsPetFood	"Marquette, Michigan"	"46.5434914, -87.3964329"	"46.5434914, -87.3964329"	1875	0	0
Healthy Pet Food	Sat Apr 09 18:02:19 +0000 2016	"RT @janemarielynch: Yes, it's tasty AND it's good for you, Ben. https://t.co/I8a2ejJh8m Small business, good healthy pet food. https://t.coÉ??"	0.4125	0.525	DrTimsPetFood	"Marquette, Michigan"	"46.5434914, -87.3964329"	"46.5434914, -87.3964329"	163	1	0
At Petsmart	Tue Apr 12 20:56:28 +0000 2016	Share a photo of your cat with @PetSmart and win a trip to meet catexpert @JacksonGalaxy! #JacksonGalaxyTips https://t.co/f3gO1FuyyX	1	0.4	ddj12121985	"Yakima, WA"	"46.601557, -120.510842"	"46.601557, -120.510842"		4	
Dog Image	Wed Apr 13 00:12:46 +0000 2016	RT @SoDamnTrue: me as a dog owner https://t.co/5pUjz2xxTq	0	0	veronic61673671	"Yakima,WA"	"46.601557, -120.510842"	"46.601557, -120.510842"		1	
Dog Park	Sun Apr 10 23:41:08 +0000 2016	"RT @LostboxUK: This female dog has been lost at #Malahide #CastlePark #Dublin, please RT!
https://t.co/w5Hv95aCQT https://t.co/sN6BeDn1Oq"	0	0.166666667	LRHonor	FRANCE	"46.603354, 1.8883335"	"46.603354, 1.8883335"	302	3	2
Fromm	Fri Apr 15 23:31:51 +0000 2016	RT @catoletters: The lust for power is not rooted in strength but weakness ~ Erich Fromm	0	0	nysa1812	france	"46.603354, 1.8883335"	"46.603354, 1.8883335"	941	4	0
Natural Balance	Sat Apr 09 20:18:02 +0000 2016	"[PHOTOS] Hyolyn ?ˇ un fansign pour Natural Balance Pet food ?ˇ Kpetfair 

?? SISTAR FR - A.H"	0.1	0.4	SISTAR_FR	France	"46.603354, 1.8883335"	"46.603354, 1.8883335"	769	4	0
Natural Balance	Sat Apr 09 20:18:02 +0000 2016	"[PHOTOS] Hyolyn ?ˇ un fansign pour Natural Balance Pet food ?ˇ Kpetfair 

?? SISTAR FR - A.H"	0.1	0.4	SISTAR_FR	France	"46.603354, 1.8883335"	"46.603354, 1.8883335"	791	14	0
Pet Food	Sat Apr 09 20:18:02 +0000 2016	"[PHOTOS] Hyolyn ?ˇ un fansign pour Natural Balance Pet food ?ˇ Kpetfair 

?? SISTAR FR - A.H"	0.1	0.4	SISTAR_FR	France	"46.603354, 1.8883335"	"46.603354, 1.8883335"	22836	14	0
Healthy Pet Food	Mon Apr 04 06:02:12 +0000 2016	"RT @janemarielynch: Yes, it's tasty AND it's good for you, Ben. https://t.co/I8a2ejJh8m Small business, good healthy pet food. https://t.coÉ??"	0.4125	0.525	IsabLmy	France	"46.603354, 1.8883335"	"46.603354, 1.8883335"	373	14	0
Healthy Pet Food	Mon Apr 04 06:02:12 +0000 2016	"RT @janemarielynch: Yes, it's tasty AND it's good for you, Ben. https://t.co/I8a2ejJh8m Small business, good healthy pet food. https://t.coÉ??"	0.4125	0.525	IsabLmy	France	"46.603354, 1.8883335"	"46.603354, 1.8883335"	139	14	0
Healthy Pet Food	Mon Apr 04 06:02:12 +0000 2016	"RT @janemarielynch: Yes, it's tasty AND it's good for you, Ben. https://t.co/I8a2ejJh8m Small business, good healthy pet food. https://t.coÉ??"	0.4125	0.525	IsabLmy	France	"46.603354, 1.8883335"	"46.603354, 1.8883335"	476	0	0
Healthy Pet Food	Mon Apr 04 06:02:12 +0000 2016	"RT @janemarielynch: Yes, it's tasty AND it's good for you, Ben. https://t.co/I8a2ejJh8m Small business, good healthy pet food. https://t.coÉ??"	0.4125	0.525	IsabLmy	France	"46.603354, 1.8883335"	"46.603354, 1.8883335"	67	14	0
Healthy Pet Food	Mon Apr 04 06:02:12 +0000 2016	"RT @janemarielynch: Yes, it's tasty AND it's good for you, Ben. https://t.co/I8a2ejJh8m Small business, good healthy pet food. https://t.coÉ??"	0.4125	0.525	IsabLmy	France	"46.603354, 1.8883335"	"46.603354, 1.8883335"	683	14	0
Natural Pet Food	Sat Apr 09 20:18:02 +0000 2016	"[PHOTOS] Hyolyn ?ˇ un fansign pour Natural Balance Pet food ?ˇ Kpetfair 

?? SISTAR FR - A.H"	0.1	0.4	SISTAR_FR	France	"46.603354, 1.8883335"	"46.603354, 1.8883335"	92	14	0
Natural Pet Food	Sat Apr 09 20:18:02 +0000 2016	"[PHOTOS] Hyolyn ?ˇ un fansign pour Natural Balance Pet food ?ˇ Kpetfair 

?? SISTAR FR - A.H"	0.1	0.4	SISTAR_FR	France	"46.603354, 1.8883335"	"46.603354, 1.8883335"	32	14	0
Rescue Dog	Sat Apr 09 23:08:45 +0000 2016	"After Weeks of Staring Down A Lonely Porch, Trapped Dog Receives Rescue of a lifetime https://t.co/rD7gdlalvx"	-0.151851852	0.32962963	dubitatitive	France	"46.603354, 1.8883335"	"46.603354, 1.8883335"	44	14	0
Rescue Dog	Wed Apr 13 23:45:12 +0000 2016	"RT @im461: Nepal earthquake
A rescue worker applying medicine on the skin of a sick dog???ç
After some weeks dog become fineÉ?ß
???è???è???è???è https://t.cÉ??"	-0.714285714	0.857142857	LilyYog83	France 	"46.603354, 1.8883335"	"46.603354, 1.8883335"	963	5	0
Rescue Dog	Wed Apr 13 23:44:51 +0000 2016	"RT @im461: Firefighters rescue this dog from fire
Dog breath was unstable
Firefighter giving him breath by mouth
Well done guys https://t.cÉ??"	0	0	LilyYog83	France 	"46.603354, 1.8883335"	"46.603354, 1.8883335"	963	4	0
Rescue Dog	Wed Apr 13 23:43:54 +0000 2016	"RT @im461: Firefighter rescue this dog from burning house???ç
He give his jacket to dog for sitting &amp; now giving him oxygenÉ?ß
???è???è???è???è???è https://t.cÉ??"	0	0	LilyYog83	France 	"46.603354, 1.8883335"	"46.603354, 1.8883335"	359	14	0
Rescue Dog	Wed Apr 13 23:43:09 +0000 2016	"RT @im461: This poor dog was trapped in mud sliding during a flood
A rescue worker saved himÉ?ß????
Though it was tough but he did???è???è https://t.cÉ??"	-0.32962963	0.477777778	LilyYog83	France 	"46.603354, 1.8883335"	"46.603354, 1.8883335"	442	0	1
At Pet Supplies Plus	Mon Apr 11 15:26:52 +0000 2016	@MustangRanchTSU @petsuppliesplus #NationalPetDay https://t.co/GTDAUYrHFw	0	0	darendavey	"Duluth, MN"	"46.7729322, -92.1251217"	"46.7729322, -92.1251217"	393	9	0
At Pet Supplies Plus	Mon Apr 11 15:26:52 +0000 2016	@MustangRanchTSU @petsuppliesplus #NationalPetDay https://t.co/GTDAUYrHFw	0	0	darendavey	"Duluth, MN"	"46.7729322, -92.1251217"	"46.7729322, -92.1251217"	177	640	0
At Pet Supplies Plus	Mon Apr 11 15:26:52 +0000 2016	@MustangRanchTSU @petsuppliesplus #NationalPetDay https://t.co/GTDAUYrHFw	0	0	darendavey	"Duluth, MN"	"46.7729322, -92.1251217"	"46.7729322, -92.1251217"	193	0	0
Rescue Dog	Tue Apr 12 23:47:59 +0000 2016	Tookers wearing her dog parka so she stays nice &amp; warm. #rescue #myseniordog #dogsoftwitter #fashionista #adoptadog https://t.co/1dn2uH8dA4	0.6	0.8	sarahanunn	"Duluth, MN, USA"	"46.7729322, -92.1251217"	"46.7729322, -92.1251217"	1975	0	1
Dog Image	Sat Apr 09 00:08:51 +0000 2016	RT @mirahwood: Bernie Bros just broke into my house and shaved my dog. I can't believe this shit!! https://t.co/Kv4ufr5GzC	-0.3125	0.8	erdillic	"Fargo, ND"	"46.8772292, -96.7898209"	"46.8772292, -96.7898209"	5322	0	0
Pet Food	Thu Apr 14 00:02:13 +0000 2016	"RT @kelbast44: DISGUSTING! @FDAfood?ˇ Admits #Diseased Animal Carcasses Are Used In #PetFood !
https://t.co/WKmHwCxYDq https://t.co/VNY5l04EÉ??"	-0.875	0.875	marciek15	"Graham, WA"	"47.0395996, -122.2785728"	"47.0395996, -122.2785728"	3277	0	0
At Petco	Tue Apr 12 21:36:57 +0000 2016	RT @peta: This is what it's like for animals at pet store suppliers. Never buy animals from @PetSmart @Petco! #NationalPetDay https://t.co/É??	0	0	KelsiKramer55	"Moses Lake, Washington"	"47.1301417, -119.278077"	"47.1301417, -119.278077"	183	0	0
At Petsmart	Tue Apr 12 21:36:57 +0000 2016	RT @peta: This is what it's like for animals at pet store suppliers. Never buy animals from @PetSmart @Petco! #NationalPetDay https://t.co/É??	0	0	KelsiKramer55	"Moses Lake, Washington"	"47.1301417, -119.278077"	"47.1301417, -119.278077"	472	0	0
Dog Park	Tue Apr 12 23:54:29 +0000 2016	Indoor dog park! https://t.co/pILxPOhjmN	0	0	transitdude	"Tacoma, WA"	"47.2495798, -122.4398745"	"47.2495798, -122.4398745"	397	7	0
Puppy Image	Sat Apr 09 00:07:25 +0000 2016	"Bones and Grass, my two fav. things. #standardpoodle #poodle #puppy https://t.co/Dv1M1HhIXh"	0	0	poodle_paddfoot	"Tacoma, WA"	"47.2495798, -122.4398745"	"47.2495798, -122.4398745"	27208	35	0
Rescue Dog	Tue Apr 12 23:18:10 +0000 2016	RT @mjathols: RT https://t.co/J0hcKrkAe3 Nervous Bride Wrong Groom Telepathic Rescue Dog @RaineEnglish #MagicalWeddings #TW4RW É?? http://amzÉ??	-0.5	0.9	JMDReid	"Tacoma, WA"	"47.2495798, -122.4398745"	"47.2495798, -122.4398745"	7	7	0
At Petsmart	Sat Apr 09 20:31:44 +0000 2016	Share a photo of your cat with @PetSmart and win a trip to meet catexpert @JacksonGalaxy! #JacksonGalaxyTips https://t.co/hoRJeUAKjz	1	0.4	cruisinmommy	Washington state	"47.2868352, -120.2126138"	"47.2868352, -120.2126138"		340	
The Honest Kitchen	Fri Apr 15 23:35:47 +0000 2016	Want to win The Honest Kitchen Giveaway? I just entered to win and you can too. https://t.co/xixyO0VMXu	0.733333333	0.566666667	missonyxk9	Washington State	"47.2868352, -120.2126138"	"47.2868352, -120.2126138"		325	
Pet Food	Wed Apr 13 21:45:11 +0000 2016	"DISGUSTING! @FDAfood?ˇ Admits #Diseased Animal Carcasses Are Used In #PetFood !
https://t.co/WKmHwCxYDq https://t.co/VNY5l04Efo"	-0.875	0.875	kelbast44	Washington State	"47.2868352, -120.2126138"	"47.2868352, -120.2126138"		36	
Dog Park	Sun Apr 10 23:45:57 +0000 2016	Exploring a nearby off leash dog park. #ricketymossladenfence #pnwliving #seattleÉ?? https://t.co/UfIeX1OEBG	0	0	Caver_Girl80	"Maple Valley, WA"	"47.3664231, -122.0437126"	"47.3664231, -122.0437126"	553	10319	0
Dog Park	Sun Apr 10 23:43:23 +0000 2016	Beautiful off leash dog park. #pnwliving #seattle #kidsanddogsinnature @ Westcrest Off Leash Area https://t.co/em6QZDNSXC	0.85	1	Caver_Girl80	"Maple Valley, WA"	"47.3664231, -122.0437126"	"47.3664231, -122.0437126"	324	6	0
Dog Park	Tue Apr 12 23:39:18 +0000 2016	"It's not too late to celebrate National Pet Day!

Bring Fido to the dog park! The Grandview Off-leash dog park is... https://t.co/fLsdMNyrHY"	-0.46875	0.6	RiverwoodApts	"Kent, WA"	"47.3826903, -122.2270271"	"47.3826903, -122.2270271"	135	0	0
Taste of the Wild	Thu Apr 07 20:08:34 +0000 2016	Dommage pas d'informations sur des aliments plus haut de gamme comme Taste Of The Wild https://t.co/rhaDTnEKwX https://t.co/hmqOxWqV1k	0.1	0.4	Kamidh	"Angers, France"	"47.4739884, -0.5515587"	"47.4739884, -0.5515587"	5545	1	4
Taste of the Wild	Thu Apr 07 20:08:34 +0000 2016	Dommage pas d'informations sur des aliments plus haut de gamme comme Taste Of The Wild https://t.co/rhaDTnEKwX https://t.co/hmqOxWqV1k	0.1	0.4	Kamidh	"Angers, France"	"47.4739884, -0.5515587"	"47.4739884, -0.5515587"	7418	0	4
At Petco	Fri Apr 15 21:13:14 +0000 2016	RT @Petco: Your cat's subtle way of saying you can't leave. (Pic: Nacho) https://t.co/VMexYLMqB9	-0.333333333	0.5	JimPlouff	"Great Falls, Montana"	"47.5048851, -111.2918907"	"47.5048851, -111.2918907"	219	0	0
Dog Food	Sun Apr 10 23:59:34 +0000 2016	@Karenamoores oh no. Is it a new dry food? Have you been weaning your dog off the old stuff?	0.056565657	0.418181818	LynnG45	"St. John's, NL"	"47.5614849, -52.7125838"	"47.5614849, -52.7125838"	1728	0	0
At Petco	Fri Apr 15 17:34:11 +0000 2016	@Petco yes i did!	0	0	Tonyanator	Seattle	"47.6038321, -122.3300623"	"47.6038321, -122.3300623"	501	4	0
Dog Image	Wed Apr 13 00:12:28 +0000 2016	RT @CharissaT: PLEASE. If anyone has seen this dog.. It's my Willis please call 310-467-1975 he's being babysat and gone missing https://t.É??	-0.2	0.05	AmitkSharma83	Seattle	"47.6038321, -122.3300623"	"47.6038321, -122.3300623"	39	0	0
Dog Park	Fri Apr 08 23:32:35 +0000 2016	RT @imagesbyaaron: #spring at #burien #dog #park @btownblog @Burien @BurienParks @DiscoverBurien @ShannonODKOMO @yourtake #k5spring https:/É??	0	0	ShannonODKOMO	Seattle	"47.6038321, -122.3300623"	"47.6038321, -122.3300623"	235	0	0
Dog Treats	Fri Apr 15 21:32:43 +0000 2016	"RT @ibogost: Hipster market boasts

""Meat and bread"" (i.e. sandwiches)
Bean-to-bar chocolate
Artisanal dog toys &amp; treats
Soapery
New AmericÉ??"	0.136363636	0.454545455	tiedtiger	Seattle	"47.6038321, -122.3300623"	"47.6038321, -122.3300623"	1653	0	1
Rescue Dog	Tue Apr 12 00:02:09 +0000 2016	RT @Sarah__Reynolds: Rescue Dog https://t.co/TdVT2U4kIZ	0	0	tom_crain	Seattle	"47.6038321, -122.3300623"	"47.6038321, -122.3300623"	140	0	0
Natural Balance	Fri Apr 15 22:14:31 +0000 2016	RT @nakd: We're giving away tickets to @BeFitLondon! Simply RT this post for your chance to #win t&amp;cs: https://t.co/rAfyeUmEPn https://t.coÉ??	0.4	0.378571429	avalashia	Seattle Washington 	"47.6038321, -122.3300623"	"47.6038321, -122.3300623"	361	3	2
Natural Balance	Fri Apr 15 22:14:31 +0000 2016	RT @nakd: We're giving away tickets to @BeFitLondon! Simply RT this post for your chance to #win t&amp;cs: https://t.co/rAfyeUmEPn https://t.coÉ??	0.4	0.378571429	avalashia	Seattle Washington 	"47.6038321, -122.3300623"	"47.6038321, -122.3300623"	414	1	0
At Hollywood Feed	Fri Apr 15 20:09:40 +0000 2016	"RT @streetdogfdn: Clifford here to remind you, 3 #adoption events this weekend @MemFarmersMkt 9am-12Pm @HWFeed ErinWay 12-3pm https://t.co/É??"	0	0	sookie_grace	"Seattle, WA"	"47.6038321, -122.3300623"	"47.6038321, -122.3300623"	8	19	0
At Hollywood Feed	Sat Apr 16 00:50:20 +0000 2016	"RT @streetdogfdn: THREE ADOPTION EVENTS SATURDAY! 
??çß @MemphisMadeBrew 1-4
???´ @MemFarmersMkt 9-12
??ê? @HWFeed Erin Way 12-3
#sdfAdoptable httpsÉ??"	0	0	sookie_grace	"Seattle, WA"	"47.6038321, -122.3300623"	"47.6038321, -122.3300623"	8523	1	2
At Hollywood Feed	Fri Apr 15 20:09:40 +0000 2016	"RT @streetdogfdn: Clifford here to remind you, 3 #adoption events this weekend @MemFarmersMkt 9am-12Pm @HWFeed ErinWay 12-3pm https://t.co/É??"	0	0	sookie_grace	"Seattle, WA"	"47.6038321, -122.3300623"	"47.6038321, -122.3300623"	1599	0	0
At Petco	Sun Apr 10 22:44:14 +0000 2016	"Dog wash time (at @Petco in Kirkland, WA) https://t.co/7bZEdmRudK https://t.co/FeAvevKTHw"	0	0	stephenlrose	"Seattle, WA"	"47.6038321, -122.3300623"	"47.6038321, -122.3300623"	26	0	0
At Petco	Wed Apr 13 00:04:57 +0000 2016	"Alright stop, collaborate and listen. @vanillaice @Petco @VA_podcast @BestOfAquaTeen"	0	0	_PACNW	"Seattle, WA"	"47.6038321, -122.3300623"	"47.6038321, -122.3300623"	48	0	0
Blue Buffalo	Sun Apr 10 00:13:32 +0000 2016	Blue Buffalo 4.5 Pound Sealed Bag of Freedom Grain Free Dog Food CHEAP! (Tacoma) https://t.co/DiOcT0P64I @alex_n_vegas #free	0.325	0.6	Dayle_Alpers	"Seattle, WA"	"47.6038321, -122.3300623"	"47.6038321, -122.3300623"	371	0	0
